,ProbeID,GeneName,Approved symbol,GeneSymbol,Description,RefSeq,EntrezID
2784,A_33_P3299580,coiled-coil domain containing 129,ITPRID1,CCDC129,"Homo sapiens coiled-coil domain containing 129 (CCDC129), transcript variant 1, mRNA [NM_001257967]",NM_194300,223075.0
2792,A_33_P3324890,,HSP90AB2P,,Unknown,NR_003132,
32127,A_33_P3408054,,HSP90AB2P,,"heat shock protein 90kDa alpha (cytosolic), class B member 2, pseudogene [Source:HGNC Symbol;Acc:32537] [ENST00000602906]",NR_003132,
2800,A_23_P71415,WDYHV motif containing 1,NTAQ1,WDYHV1,"Homo sapiens WDYHV motif containing 1 (WDYHV1), transcript variant 1, mRNA [NM_018024]",NM_018024,55093.0
2814,A_23_P256084,arylsulfatase E (chondrodysplasia punctata 1),ARSL,ARSE,"Homo sapiens arylsulfatase E (chondrodysplasia punctata 1) (ARSE), transcript variant 2, mRNA [NM_000047]",NM_000047,415.0
2840,A_23_P410717,chromosome 1 open reading frame 51,CIART,C1orf51,"Homo sapiens chromosome 1 open reading frame 51 (C1orf51), mRNA [NM_144697]",NM_144697,
2844,A_33_P3344229,"histone cluster 1, H4a",H4C1,HIST1H4A,"Homo sapiens histone cluster 1, H4a (HIST1H4A), mRNA [NM_003538]",NM_003538,8359.0
13054,A_23_P431179,"histone cluster 1, H4a",H4C1,HIST1H4A,"Homo sapiens histone cluster 1, H4a (HIST1H4A), mRNA [NM_003538]",NM_003538,8359.0
2868,A_23_P126939,"RAB7, member RAS oncogene family-like 1",RAB29,RAB7L1,"Homo sapiens RAB7, member RAS oncogene family-like 1 (RAB7L1), transcript variant 1, mRNA [NM_003929]",NM_003929,
2869,A_24_P329795,chromosome 10 open reading frame 10,DEPP1,C10orf10,"Homo sapiens chromosome 10 open reading frame 10 (C10orf10), mRNA [NM_007021]",NM_007021,11067.0
2875,A_33_P3260223,"taxilin gamma 2, pseudogene",TXLNGY,TXLNG2P,"Homo sapiens taxilin gamma 2, pseudogene (TXLNG2P), transcript variant 1, non-coding RNA [NR_045128]",NR_045128,246126.0
24755,A_23_P96658,"taxilin gamma 2, pseudogene",TXLNGY,TXLNG2P,"Homo sapiens taxilin gamma 2, pseudogene (TXLNG2P), transcript variant 1, non-coding RNA [NR_045128]",NR_045128,246126.0
2936,A_32_P56525,"family with sequence similarity 115, member A",TCAF1,FAM115A,"Homo sapiens family with sequence similarity 115, member A (FAM115A), transcript variant 1, mRNA [NM_014719]",NM_014719,9747.0
16993,A_33_P3423830,"family with sequence similarity 115, member A",TCAF1,FAM115A,"Homo sapiens family with sequence similarity 115, member A (FAM115A), transcript variant 1, mRNA [NM_014719]",NM_014719,9747.0
24017,A_33_P3349259,"family with sequence similarity 115, member A",TCAF1,FAM115A,"Homo sapiens family with sequence similarity 115, member A (FAM115A), transcript variant 1, mRNA [NM_014719]",NM_014719,9747.0
3010,A_33_P3220919,"adrenergic, beta, receptor kinase 2",GRK3,ADRBK2,"Homo sapiens adrenergic, beta, receptor kinase 2 (ADRBK2), mRNA [NM_005160]",NM_005160,157.0
3016,A_23_P113034,chromosome 10 open reading frame 11,LRMDA,C10orf11,"Homo sapiens chromosome 10 open reading frame 11 (C10orf11), mRNA [NM_032024]",NM_032024,83938.0
3053,A_33_P3816280,uncharacterized LOC146513,LINC02135,LOC146513,"Homo sapiens uncharacterized LOC146513 (LOC146513), long non-coding RNA [NR_038438]",NR_038438,146513.0
3076,A_33_P3420247,uncharacterized LOC340515,LINC01501,LOC340515,"Homo sapiens uncharacterized LOC340515 (LOC340515), long non-coding RNA [NR_034157]",NR_034157,340515.0
3082,A_33_P3254012,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene)",REXO1L1P,REXO1L2P,"Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene) (REXO1L2P), non-coding RNA [NR_003594]",NM_172239,100288527.0
5782,A_33_P3339915,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene)",REXO1L1P,REXO1L2P,"Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene) (REXO1L2P), non-coding RNA [NR_003594]",NM_172239,100288527.0
14921,A_33_P3258557,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene)",REXO1L1P,REXO1L2P,"Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene) (REXO1L2P), non-coding RNA [NR_003594]",NM_172239,100288527.0
15590,A_33_P3317412,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene)",REXO1L1P,REXO1L2P,"Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene) (REXO1L2P), non-coding RNA [NR_003594]",NM_172239,100288527.0
21180,A_33_P3224249,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene)",REXO1L1P,REXO1L2P,"Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene) (REXO1L2P), non-coding RNA [NR_003594]",NM_172239,100288527.0
21901,A_33_P3236267,KCNQ1 opposite strand/antisense transcript 1 (non-protein coding),REXO1L1P,KCNQ1OT1,"Homo sapiens KCNQ1 opposite strand/antisense transcript 1 (non-protein coding) (KCNQ1OT1), long non-coding RNA [NR_002728]",NM_172239,10984.0
33335,A_23_P428373,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1",REXO1L1P,REXO1L1,"PREDICTED: Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1 (REXO1L1), transcript variant X1, mRNA [XM_005251207]",NM_172239,
3114,A_33_P3236591,"RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing",CARMIL2,RLTPR,"Homo sapiens RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing (RLTPR), mRNA [NM_001013838]",NM_001013838,146206.0
29330,A_33_P3294222,"RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing",CARMIL2,RLTPR,"Homo sapiens RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing (RLTPR), mRNA [NM_001013838]",NM_001013838,146206.0
3126,A_33_P3410194,"H3 histone, family 3B (H3.3B)",H3-3B,H3F3B,"Homo sapiens H3 histone, family 3B (H3.3B) (H3F3B), mRNA [NM_005324]",NM_005324,3021.0
16397,A_24_P82419,"H3 histone, family 3B (H3.3B)",H3-3B,H3F3B,"Homo sapiens H3 histone, family 3B (H3.3B) (H3F3B), mRNA [NM_005324]",NM_005324,3021.0
3141,A_33_P3336878,transmembrane protein 180,MFSD13A,TMEM180,"Homo sapiens transmembrane protein 180 (TMEM180), mRNA [NM_024789]",NM_024789,79847.0
12033,A_23_P337729,transmembrane protein 180,MFSD13A,TMEM180,"Homo sapiens transmembrane protein 180 (TMEM180), mRNA [NM_024789]",NM_024789,79847.0
3149,A_23_P102060,sperm specific antigen 2,ITPRID2,SSFA2,"Homo sapiens sperm specific antigen 2 (SSFA2), transcript variant 2, mRNA [NM_006751]",NM_006751,6744.0
3159,A_33_P3260451,ubiquitin specific peptidase 17-like family member 8,USP17L2,USP17L8,"Homo sapiens ubiquitin specific peptidase 17-like family member 8 (USP17L8), mRNA [NM_001256872]",NM_201402,392188.0
16077,A_33_P3342153,ubiquitin specific peptidase 17-like family member 8,USP17L2,USP17L8,"Homo sapiens ubiquitin specific peptidase 17-like family member 8 (USP17L8), mRNA [NM_001256872]",NM_201402,392188.0
3163,A_33_P3221489,kin of IRRE like (Drosophila),KIRREL1,KIRREL,"Homo sapiens kin of IRRE like (Drosophila) (KIRREL), transcript variant 1, mRNA [NM_018240]",NM_018240,55243.0
3204,A_33_P3406886,long intergenic non-protein coding RNA 478,MIR99AHG,LINC00478,"Homo sapiens long intergenic non-protein coding RNA 478 (LINC00478), transcript variant 1, long non-coding RNA [NR_027790]",NR_027790,388815.0
15485,A_33_P3312384,long intergenic non-protein coding RNA 478,MIR99AHG,LINC00478,"Homo sapiens long intergenic non-protein coding RNA 478 (LINC00478), transcript variant 1, long non-coding RNA [NR_027790]",NR_027790,388815.0
3221,A_32_P182511,TBC/LysM-associated domain containing 1,MEAK7,TLDC1,"Homo sapiens TBC/LysM-associated domain containing 1 (TLDC1), mRNA [NM_020947]",NM_020947,57707.0
25172,A_24_P213924,TBC/LysM-associated domain containing 1,MEAK7,TLDC1,"Homo sapiens TBC/LysM-associated domain containing 1 (TLDC1), mRNA [NM_020947]",NM_020947,57707.0
3252,A_33_P3233499,chromosome 6 open reading frame 123,LINC01558,C6orf123,"Homo sapiens chromosome 6 open reading frame 123 (C6orf123), long non-coding RNA [NR_026773]",NR_026773,26238.0
21532,A_23_P70814,chromosome 6 open reading frame 123,LINC01558,C6orf123,"Homo sapiens chromosome 6 open reading frame 123 (C6orf123), long non-coding RNA [NR_026773]",NR_026773,26238.0
3299,A_33_P3362611,"EGF, latrophilin and seven transmembrane domain containing 1",ADGRL4,ELTD1,"Homo sapiens EGF, latrophilin and seven transmembrane domain containing 1 (ELTD1), mRNA [NM_022159]",NM_022159,64123.0
9236,A_23_P62741,"EGF, latrophilin and seven transmembrane domain containing 1",ADGRL4,ELTD1,"Homo sapiens EGF, latrophilin and seven transmembrane domain containing 1 (ELTD1), mRNA [NM_022159]",NM_022159,64123.0
3307,A_32_P111996,uncharacterized LOC441058,LINC01667,MGC39584,"Homo sapiens uncharacterized LOC441058 (MGC39584), long non-coding RNA [NR_038377]",NR_038377,441058.0
3337,A_33_P3768196,uncharacterized LOC284551,LINC01226,LOC284551,"Homo sapiens uncharacterized LOC284551 (LOC284551), long non-coding RNA [NR_027085]",NR_027085,
3340,A_33_P3417313,pyrroline-5-carboxylate reductase-like,PYCR3,PYCRL,"Homo sapiens pyrroline-5-carboxylate reductase-like (PYCRL), mRNA [NM_023078]",NM_023078,65263.0
4241,A_23_P383278,pyrroline-5-carboxylate reductase-like,PYCR3,PYCRL,"Homo sapiens pyrroline-5-carboxylate reductase-like (PYCRL), mRNA [NM_023078]",NM_023078,65263.0
3350,A_32_P221907,chromosome 6 open reading frame 10,TSBP1,C6orf10,"Homo sapiens chromosome 6 open reading frame 10 (C6orf10), transcript variant 1, mRNA [NM_006781]",NM_006781,10665.0
5143,A_24_P331675,chromosome 6 open reading frame 10,TSBP1,C6orf10,"Homo sapiens chromosome 6 open reading frame 10 (C6orf10), transcript variant 1, mRNA [NM_006781]",NM_006781,10665.0
3351,A_33_P3209356,"ring finger and WD repeat domain 2, E3 ubiquitin protein ligase",COP1,RFWD2,"Homo sapiens ring finger and WD repeat domain 2, E3 ubiquitin protein ligase (RFWD2), transcript variant 1, mRNA [NM_022457]",NM_022457,64326.0
3374,A_23_P393051,chromosome 1 open reading frame 172,KDF1,C1orf172,"Homo sapiens chromosome 1 open reading frame 172 (C1orf172), mRNA [NM_152365]",NM_152365,
11905,A_33_P3396956,chromosome 1 open reading frame 172,KDF1,C1orf172,"Homo sapiens chromosome 1 open reading frame 172 (C1orf172), mRNA [NM_152365]",NM_152365,
3412,A_33_P3285779,uncharacterized LOC340113,LINC02120,LOC340113,"Homo sapiens uncharacterized LOC340113 (LOC340113), long non-coding RNA [NR_033832]",NR_033832,340113.0
3416,A_33_P3398513,hCG1645220,C1GALT1C1L,LOC728819,"Homo sapiens hCG1645220 (LOC728819), mRNA [NM_001101330]",NM_001101330,728819.0
3460,A_32_P211248,uncharacterized LOC100131138,LINC01405,LOC100131138,"Homo sapiens uncharacterized LOC100131138 (LOC100131138), long non-coding RNA [NR_036513]",NR_036513,100131138.0
3496,A_33_P3305810,KIAA1161,MYORG,KIAA1161,"Homo sapiens KIAA1161 (KIAA1161), mRNA [NM_020702]",NM_020702,57462.0
6361,A_33_P3358243,KIAA1161,MYORG,KIAA1161,"Homo sapiens KIAA1161 (KIAA1161), mRNA [NM_020702]",NM_020702,57462.0
3501,A_23_P163467,chromosome 15 open reading frame 52,CCDC9B,C15orf52,"Homo sapiens chromosome 15 open reading frame 52 (C15orf52), mRNA [NM_207380]",NM_207380,388115.0
3528,A_23_P121926,"selenoprotein P, plasma, 1",SELENOP,SEPP1,"Homo sapiens selenoprotein P, plasma, 1 (SEPP1), transcript variant 1, mRNA [NM_005410]",NM_005410,6414.0
3548,A_33_P3393106,"family with sequence similarity 188, member A",MINDY3,FAM188A,"Homo sapiens family with sequence similarity 188, member A (FAM188A), mRNA [NM_024948]",NM_024948,80013.0
14513,A_23_P23983,"family with sequence similarity 188, member A",MINDY3,FAM188A,"Homo sapiens family with sequence similarity 188, member A (FAM188A), mRNA [NM_024948]",NM_024948,80013.0
3560,A_33_P3277328,quinone oxidoreductase-like protein 2 pseudogene,CRYZL2P,LOC730102,"Homo sapiens quinone oxidoreductase-like protein 2 pseudogene (LOC730102), non-coding RNA [NR_037167]",NR_037167,730102.0
24746,A_33_P3305725,quinone oxidoreductase-like protein 2 pseudogene,CRYZL2P,LOC730102,"Homo sapiens quinone oxidoreductase-like protein 2 pseudogene (LOC730102), non-coding RNA [NR_037167]",NR_037167,730102.0
3574,A_24_P103686,1-acylglycerol-3-phosphate O-acyltransferase 6,GPAT4,AGPAT6,"Homo sapiens 1-acylglycerol-3-phosphate O-acyltransferase 6 (AGPAT6), mRNA [NM_178819]",NM_178819,137964.0
3601,A_24_P194931,"SMEK homolog 2, suppressor of mek1 (Dictyostelium)",PPP4R3B,SMEK2,"Homo sapiens SMEK homolog 2, suppressor of mek1 (Dictyostelium) (SMEK2), transcript variant 2, mRNA [NM_020463]",NM_020463,57223.0
3617,A_33_P3385371,nucleosome assembly protein 1-like 6,NAP1L6P,NAP1L6,"Homo sapiens nucleosome assembly protein 1-like 6 (NAP1L6), non-coding RNA [NR_027291]",NR_027291,645996.0
3639,A_33_P3404286,KIAA0368,ECPAS,KIAA0368,"Homo sapiens KIAA0368 (KIAA0368), mRNA [NM_001080398]",NM_001080398,23392.0
26599,A_24_P226962,KIAA0368,ECPAS,KIAA0368,"Homo sapiens KIAA0368 (KIAA0368), mRNA [NM_001080398]",NM_001080398,23392.0
3646,A_33_P3318436,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene",YWHAEP7,LOC284100,"Homo sapiens tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene (LOC284100), non-coding RNA [NR_024178]",NR_024178,
3647,A_23_P400235,methylmalonyl CoA mutase,MMUT,MUT,"Homo sapiens methylmalonyl CoA mutase (MUT), mRNA [NM_000255]",NM_000255,4594.0
3652,A_33_P3346529,"olfactory receptor, family 2, subfamily W, member 5",OR2W5P,OR2W5,"Homo sapiens olfactory receptor, family 2, subfamily W, member 5 (OR2W5), mRNA [NM_001004698]",NM_001004698,441932.0
13303,A_33_P3221925,,TBC1D32,,Unknown,NM_152730,
3672,A_23_P146367,chromosome 9 open reading frame 89,CARD19,C9orf89,"Homo sapiens chromosome 9 open reading frame 89 (C9orf89), mRNA [NM_032310]",NM_032310,84270.0
3675,A_33_P3375688,uncharacterized LOC100129027,PCBP3-AS1,LOC100129027,"Homo sapiens uncharacterized LOC100129027 (LOC100129027), long non-coding RNA [NR_038876]",NR_038876,100129027.0
28037,A_33_P3375681,uncharacterized LOC100129027,PCBP3-AS1,LOC100129027,"Homo sapiens uncharacterized LOC100129027 (LOC100129027), long non-coding RNA [NR_038876]",NR_038876,100129027.0
3711,A_33_P3773168,uncharacterized LOC285768,LINC01622,LOC285768,"Homo sapiens uncharacterized LOC285768 (LOC285768), transcript variant 1, long non-coding RNA [NR_027115]",NR_027115,285768.0
3713,A_33_P3397150,putative uncharacterized protein FLJ22184,PRR36,FLJ22184,"Homo sapiens putative uncharacterized protein FLJ22184 (FLJ22184), transcript variant 1, mRNA [NM_001190467]",NM_001190467,80164.0
23881,A_24_P147540,putative uncharacterized protein FLJ22184,PRR36,FLJ22184,"Homo sapiens putative uncharacterized protein FLJ22184 (FLJ22184), transcript variant 1, mRNA [NM_001190467]",NM_001190467,80164.0
3719,A_23_P29257,"H1 histone family, member 0",H1-0,H1F0,"Homo sapiens H1 histone family, member 0 (H1F0), mRNA [NM_005318]",NM_005318,3005.0
3721,A_23_P38677,slowmo homolog 1 (Drosophila),PRELID3A,SLMO1,"Homo sapiens slowmo homolog 1 (Drosophila) (SLMO1), transcript variant 2, mRNA [NM_006553]",NM_006553,10650.0
3764,A_23_P363174,"histone cluster 1, H2al",H2AC16,HIST1H2AL,"Homo sapiens histone cluster 1, H2al (HIST1H2AL), mRNA [NM_003511]",NM_003511,8332.0
3783,A_33_P3243502,uncharacterized LOC729732,LINC00937,LOC729732,"Homo sapiens uncharacterized LOC729732 (LOC729732), long non-coding RNA [NR_047662]",NR_024420,729732.0
3792,A_23_P121564,"guanylate cyclase 1, soluble, beta 3",GUCY1B1,GUCY1B3,"Homo sapiens guanylate cyclase 1, soluble, beta 3 (GUCY1B3), mRNA [NM_000857]",NM_000857,2983.0
4669,A_33_P3232552,"guanylate cyclase 1, soluble, beta 3",GUCY1B1,GUCY1B3,"Homo sapiens guanylate cyclase 1, soluble, beta 3 (GUCY1B3), mRNA [NM_000857]",NM_000857,2983.0
3820,A_33_P3265965,KIAA1430,CFAP97,KIAA1430,"Homo sapiens KIAA1430 (KIAA1430), mRNA [NM_020827]",NM_020827,57587.0
8356,A_23_P318581,KIAA1430,CFAP97,KIAA1430,"Homo sapiens KIAA1430 (KIAA1430), mRNA [NM_020827]",NM_020827,57587.0
3843,A_24_P522998,chromosome 1 open reading frame 173,ERICH3,C1orf173,"Homo sapiens chromosome 1 open reading frame 173 (C1orf173), mRNA [NM_001002912]",NM_001002912,
3872,A_23_P401709,chromosome 20 open reading frame 196,SHLD1,C20orf196,"Homo sapiens chromosome 20 open reading frame 196 (C20orf196), mRNA [NM_152504]",NM_152504,149840.0
28362,A_33_P3275510,chromosome 20 open reading frame 196,SHLD1,C20orf196,"Homo sapiens chromosome 20 open reading frame 196 (C20orf196), mRNA [NM_152504]",NM_152504,149840.0
30697,A_33_P3238671,chromosome 20 open reading frame 196,SHLD1,C20orf196,"Homo sapiens chromosome 20 open reading frame 196 (C20orf196), mRNA [NM_152504]",NM_152504,149840.0
3875,A_23_P83073,hippocampus abundant transcript-like 1,MFSD14B,HIATL1,"Homo sapiens hippocampus abundant transcript-like 1 (HIATL1), mRNA [NM_032558]",NM_032558,84641.0
30110,A_23_P33187,hippocampus abundant transcript-like 1,MFSD14B,HIATL1,"Homo sapiens hippocampus abundant transcript-like 1 (HIATL1), mRNA [NM_032558]",NM_032558,84641.0
3901,A_23_P364517,selenoprotein K,SELENOK,SELK,"Homo sapiens selenoprotein K (SELK), mRNA [NM_021237]",NM_021237,58515.0
3913,A_23_P158925,G protein-coupled receptor 125,ADGRA3,GPR125,"Homo sapiens G protein-coupled receptor 125 (GPR125), mRNA [NM_145290]",NM_145290,166647.0
6218,A_33_P3366987,G protein-coupled receptor 125,ADGRA3,GPR125,"Homo sapiens G protein-coupled receptor 125 (GPR125), mRNA [NM_145290]",NM_145290,166647.0
3963,A_32_P478512,uncharacterized LOC26082,LINC02249,DKFZP434L187,"Homo sapiens uncharacterized LOC26082 (DKFZP434L187), long non-coding RNA [NR_026771]",NR_026771,26082.0
33122,A_33_P3328782,uncharacterized LOC26082,LINC02249,DKFZP434L187,"Homo sapiens uncharacterized LOC26082 (DKFZP434L187), long non-coding RNA [NR_026771]",NR_026771,26082.0
3991,A_33_P3310475,septin 11,SEPTIN11,2015-09-11 00:00:00,"Homo sapiens septin 11 (SEPT11), mRNA [NM_018243]",NM_018243,55752.0
3992,A_23_P338505,chromosome 19 open reading frame 40,FAAP24,C19orf40,"Homo sapiens chromosome 19 open reading frame 40 (C19orf40), mRNA [NM_152266]",NM_152266,91442.0
4027,A_32_P230868,"family with sequence similarity 65, member A",RIPOR1,FAM65A,"Homo sapiens family with sequence similarity 65, member A (FAM65A), transcript variant 1, mRNA [NM_024519]",NM_024519,79567.0
4036,A_33_P3377644,"zinc finger, CCHC domain containing 16",RTL4,ZCCHC16,"Homo sapiens zinc finger, CCHC domain containing 16 (ZCCHC16), mRNA [NM_001004308]",NM_001004308,340595.0
4084,A_33_P3530868,uncharacterized LOC255654,LINC01743,LOC255654,"Homo sapiens uncharacterized LOC255654 (LOC255654), long non-coding RNA [NR_040002]",NR_040002,255654.0
4108,A_24_P286527,"RAB, member RAS oncogene family-like 5",IFT22,RABL5,"Homo sapiens RAB, member RAS oncogene family-like 5 (RABL5), transcript variant 1, mRNA [NM_022777]",NM_022777,
4121,A_24_P179504,WD repeat domain 66,CFAP251,WDR66,"Homo sapiens WD repeat domain 66 (WDR66), transcript variant 1, mRNA [NM_144668]",NM_144668,144406.0
31623,A_23_P363275,WD repeat domain 66,CFAP251,WDR66,"Homo sapiens WD repeat domain 66 (WDR66), transcript variant 1, mRNA [NM_144668]",NM_144668,144406.0
4177,A_23_P139396,chromosome 11 open reading frame 73,HIKESHI,C11orf73,"Homo sapiens chromosome 11 open reading frame 73 (C11orf73), transcript variant 1, mRNA [NM_016401]",NM_016401,51501.0
4238,A_23_P319549,WD repeat domain 65,CFAP57,WDR65,"Homo sapiens WD repeat domain 65 (WDR65), transcript variant 1, mRNA [NM_152498]",NM_152498,149465.0
4259,A_33_P3393694,glioma tumor suppressor candidate region gene 2,NOP53,GLTSCR2,"Homo sapiens glioma tumor suppressor candidate region gene 2 (GLTSCR2), mRNA [NM_015710]",NM_015710,29997.0
6253,A_23_P39131,glioma tumor suppressor candidate region gene 2,NOP53,GLTSCR2,"Homo sapiens glioma tumor suppressor candidate region gene 2 (GLTSCR2), mRNA [NM_015710]",NM_015710,29997.0
4278,A_23_P45166,proline synthetase co-transcribed homolog (bacterial),PLPBP,PROSC,"Homo sapiens proline synthetase co-transcribed homolog (bacterial) (PROSC), mRNA [NM_007198]",NM_007198,11212.0
4280,A_23_P116840,chromosome 12 open reading frame 44,ATG101,C12orf44,"Homo sapiens chromosome 12 open reading frame 44 (C12orf44), transcript variant 1, mRNA [NM_021934]",NM_021934,
